tau,alpha_target,magnetization
1000.0,0.950,-0.070050
1000.0,0.950,-0.105548
1000.0,0.950,-0.071934
1000.0,0.950,-0.089359
1000.0,0.950,-0.081747
1000.0,0.950,0.008947
1000.0,0.950,-0.048307
1000.0,0.950,-0.054876
1000.0,0.950,-0.088874
1000.0,0.950,-0.073799
1000.0,0.950,-0.079186
1000.0,0.950,-0.092817
1000.0,0.950,-0.163395
1000.0,0.950,-0.033279
1000.0,0.950,-0.056023
1000.0,0.950,0.056149
1000.0,0.950,-0.050215
1000.0,0.950,0.013941
1000.0,0.950,0.024069
1000.0,0.950,-0.000690
1000.0,0.950,-0.039547
1000.0,0.950,-0.060246
1000.0,0.950,-0.042627
1000.0,0.950,0.042111
1000.0,0.950,0.059171
1000.0,0.950,-0.011923
1000.0,0.950,0.041441
1000.0,0.950,-0.059503
1000.0,0.950,-0.044010
1000.0,0.950,-0.073023
1000.0,0.950,0.045562
1000.0,0.950,-0.008908
1000.0,0.950,0.069809
1000.0,0.950,0.004948
1000.0,0.950,-0.008588
1000.0,0.950,-0.064102
1000.0,0.950,-0.034557
1000.0,0.950,0.050986
1000.0,0.950,-0.011103
1000.0,0.950,-0.132289
1000.0,0.950,0.047631
1000.0,0.950,-0.059880
1000.0,0.950,0.058678
1000.0,0.950,-0.032790
1000.0,0.950,-0.048421
1000.0,0.950,0.004819
1000.0,0.950,0.008269
1000.0,0.950,0.007075
1000.0,0.950,0.014008
1000.0,0.950,0.117768
1000.0,0.950,0.119988
1000.0,0.950,0.112897
1000.0,0.950,0.028447
1000.0,0.950,-0.057559
1000.0,0.950,-0.087101
1000.0,0.950,0.066765
1000.0,0.950,0.009818
1000.0,0.950,0.044651
1000.0,0.950,0.019346
1000.0,0.950,-0.068464
1000.0,0.950,-0.069641
1000.0,0.950,-0.041458
1000.0,0.950,0.017868
1000.0,0.950,-0.044036
1000.0,0.950,0.082330
1000.0,0.850,-0.009945
1000.0,0.850,-0.027297
1000.0,0.850,-0.019823
1000.0,0.850,-0.060981
1000.0,0.850,0.041575
1000.0,0.850,0.049014
1000.0,0.850,0.040495
1000.0,0.850,0.005377
1000.0,0.850,-0.015952
1000.0,0.850,-0.021330
1000.0,0.850,0.028350
1000.0,0.850,0.034670
1000.0,0.850,0.064392
1000.0,0.850,-0.007815
1000.0,0.850,0.010539
1000.0,0.850,0.001397
1000.0,0.850,-0.025175
1000.0,0.850,-0.030254
1000.0,0.850,0.044307
1000.0,0.850,-0.086059
1000.0,0.850,-0.002077
1000.0,0.850,0.043980
1000.0,0.850,0.008797
1000.0,0.850,0.003668
1000.0,0.850,-0.043242
1000.0,0.850,0.024955
1000.0,0.850,-0.021489
1000.0,0.850,0.032625
1000.0,0.850,0.040284
1000.0,0.850,0.068003
1000.0,0.850,-0.008598
1000.0,0.850,-0.036119
1000.0,0.850,-0.030107
1000.0,0.850,-0.008902
1000.0,0.850,-0.040753
1000.0,0.850,0.036679
1000.0,0.850,0.047434
1000.0,0.850,0.007439
1000.0,0.850,0.020042
1000.0,0.850,0.133351
1000.0,0.850,-0.003201
1000.0,0.850,0.089734
1000.0,0.850,-0.010065
1000.0,0.850,0.075701
1000.0,0.850,-0.054642
1000.0,0.850,0.025546
1000.0,0.850,0.076246
1000.0,0.850,-0.044629
1000.0,0.850,0.052701
1000.0,0.850,-0.030737
1000.0,0.850,0.005898
1000.0,0.850,-0.001353
1000.0,0.850,0.039899
1000.0,0.850,-0.024383
1000.0,0.850,0.036994
1000.0,0.850,0.088156
1000.0,0.850,0.129144
1000.0,0.850,-0.013440
1000.0,0.850,-0.016947
1000.0,0.850,0.037291
1000.0,0.850,0.026834
1000.0,0.850,-0.100592
1000.0,0.850,-0.019163
1000.0,0.850,-0.065419
1000.0,0.850,0.050796
1000.0,0.850,-0.053485
1000.0,0.850,0.010685
1000.0,0.850,0.021394
1000.0,0.850,0.019736
1000.0,0.850,0.006473
1000.0,0.850,0.063605
1000.0,0.850,-0.000831
1000.0,0.850,-0.001593
1000.0,0.850,-0.004918
1000.0,0.850,-0.074048
1000.0,0.850,0.020834
1000.0,0.850,-0.094979
1000.0,0.850,0.010605
1000.0,0.850,-0.018790
1000.0,0.850,0.034213
1000.0,0.850,-0.061419
1000.0,0.850,-0.000818
1000.0,0.850,0.108002
1000.0,0.850,0.045587
1000.0,0.850,0.079585
1000.0,0.850,-0.015527
1000.0,0.850,0.021639
1000.0,0.850,-0.032656
1000.0,0.850,0.063956
1000.0,0.850,-0.069673
1000.0,0.850,0.033518
1000.0,0.850,0.078605
1000.0,0.850,-0.008101
1000.0,0.850,0.024904
1000.0,0.850,0.064301
1000.0,0.850,0.041981
1000.0,0.850,-0.010197
1000.0,0.850,-0.039283
1000.0,0.850,0.070207
1000.0,0.850,-0.029534
1000.0,0.903,0.069679
1000.0,0.903,0.002141
1000.0,0.903,-0.030393
1000.0,0.903,-0.088324
1000.0,0.903,0.087630
1000.0,0.903,0.041638
1000.0,0.903,0.145900
1000.0,0.903,-0.028364
1000.0,0.903,-0.076459
1000.0,0.903,0.004811
1000.0,0.903,-0.025743
1000.0,0.903,0.023496
1000.0,0.903,-0.008859
1000.0,0.903,0.047404
1000.0,0.903,0.025589
1000.0,0.903,-0.006872
1000.0,0.903,-0.054616
1000.0,0.903,-0.042579
1000.0,0.903,0.120846
1000.0,0.903,-0.033542
1000.0,0.903,-0.039789
1000.0,0.903,0.059010
1000.0,0.903,0.030645
1000.0,0.903,-0.002606
1000.0,0.903,-0.050004
1000.0,0.903,0.022625
1000.0,0.903,0.015079
1000.0,0.903,0.095596
1000.0,0.903,0.045387
1000.0,0.903,0.068918
1000.0,0.903,0.014829
1000.0,0.903,-0.007109
1000.0,0.903,-0.004635
1000.0,0.903,0.014188
1000.0,0.903,-0.016917
1000.0,0.903,0.012827
1000.0,0.903,0.100165
1000.0,0.903,0.009090
1000.0,0.903,0.022469
1000.0,0.903,0.107617
1000.0,0.903,-0.008790
1000.0,0.903,0.089797
1000.0,0.903,-0.040681
1000.0,0.903,0.111055
1000.0,0.903,-0.033783
1000.0,0.903,0.054025
1000.0,0.903,0.087174
1000.0,0.903,-0.061326
1000.0,0.903,0.080755
1000.0,0.903,-0.039932
1000.0,0.903,0.025985
1000.0,0.903,-0.040974
1000.0,0.903,0.002675
1000.0,0.903,0.040264
1000.0,0.903,-0.017459
1000.0,0.903,0.077446
1000.0,0.903,0.112576
1000.0,0.903,-0.015939
1000.0,0.903,-0.079311
1000.0,0.903,0.021381
1000.0,0.903,0.033114
1000.0,0.903,-0.108633
1000.0,0.903,-0.045062
1000.0,0.903,-0.043048
1000.0,0.903,0.035910
1000.0,0.903,-0.094944
1000.0,0.903,0.014458
1000.0,0.903,0.041261
1000.0,0.903,0.058525
1000.0,0.903,0.048076
1000.0,0.903,0.101466
1000.0,0.903,0.037834
1000.0,0.903,-0.008132
1000.0,0.903,0.023326
1000.0,0.903,-0.067399
1000.0,0.903,0.020846
1000.0,0.903,-0.096013
1000.0,0.903,0.004083
1000.0,0.903,-0.084459
1000.0,0.903,0.066724
1000.0,0.903,-0.038353
1000.0,0.903,-0.023794
1000.0,0.903,0.120892
1000.0,0.903,0.054357
1000.0,0.903,0.058497
1000.0,0.903,0.037346
1000.0,0.903,-0.006094
1000.0,0.903,0.045311
1000.0,0.903,0.088484
1000.0,0.903,-0.065449
1000.0,0.903,0.011991
1000.0,0.903,0.043758
1000.0,0.903,-0.012544
1000.0,0.903,0.045186
1000.0,0.903,0.091997
1000.0,0.903,0.031019
1000.0,0.903,-0.057515
1000.0,0.903,-0.015438
1000.0,0.903,-0.006957
1000.0,0.903,-0.001046
1000.0,0.950,0.099747
1000.0,0.950,0.016475
1000.0,0.950,-0.014336
1000.0,0.950,-0.036723
1000.0,0.950,0.120524
1000.0,0.950,0.017267
1000.0,0.950,0.126648
1000.0,0.950,-0.027731
1000.0,0.950,-0.023170
1000.0,0.950,-0.012170
1000.0,0.950,-0.030650
1000.0,0.950,-0.022849
1000.0,0.950,0.022713
1000.0,0.950,0.037139
1000.0,0.950,-0.011324
1000.0,0.950,0.005917
1000.0,0.950,-0.058721
1000.0,0.950,-0.041018
1000.0,0.950,0.147976
1000.0,0.950,-0.044115
1000.0,0.950,0.014953
1000.0,0.950,0.024253
1000.0,0.950,0.065366
1000.0,0.950,-0.028668
1000.0,0.950,0.003088
1000.0,0.950,-0.001209
1000.0,0.950,0.012811
1000.0,0.950,0.104128
1000.0,0.950,0.029291
1000.0,0.950,0.048891
1000.0,0.950,-0.043108
1000.0,0.950,-0.002316
1000.0,0.950,0.011713
1000.0,0.950,-0.033270
1000.0,0.950,-0.003754
1000.0,0.950,0.002774
1000.0,0.950,0.053286
1000.0,0.950,0.041369
1000.0,0.950,0.011930
1000.0,0.950,0.073560
1000.0,0.950,-0.011332
1000.0,0.950,0.084632
1000.0,0.950,0.026089
1000.0,0.950,0.122584
1000.0,0.950,-0.032236
1000.0,0.950,0.019664
1000.0,0.950,0.107359
1000.0,0.950,-0.038061
1000.0,0.950,-0.016760
1000.0,0.950,-0.078985
1000.0,0.950,0.050763
1000.0,0.950,-0.050991
1000.0,0.950,-0.000824
1000.0,0.950,0.038750
1000.0,0.950,-0.044919
1000.0,0.950,0.094437
1000.0,0.950,0.089047
1000.0,0.950,-0.074885
1000.0,0.950,-0.062425
1000.0,0.950,0.038443
1000.0,0.950,0.044232
1000.0,0.950,-0.074220
1000.0,0.950,-0.000530
1000.0,0.950,-0.050463
1000.0,0.950,0.031401
1000.0,0.950,-0.043501
1000.0,0.950,0.026546
1000.0,0.950,0.010545
1000.0,0.950,0.100659
1000.0,0.950,0.059121
1000.0,0.950,0.144637
1000.0,0.950,-0.001465
1000.0,0.950,-0.030100
1000.0,0.950,-0.013869
1000.0,0.950,-0.099023
1000.0,0.950,0.060996
1000.0,0.950,-0.082800
1000.0,0.950,-0.050262
1000.0,0.950,-0.049522
1000.0,0.950,0.065448
1000.0,0.950,-0.036976
1000.0,0.950,-0.016479
1000.0,0.950,0.084259
1000.0,0.950,0.013894
1000.0,0.950,0.078065
1000.0,0.950,0.061958
1000.0,0.950,0.006956
1000.0,0.950,0.034303
1000.0,0.950,0.123529
1000.0,0.950,-0.040744
1000.0,0.950,0.127285
1000.0,0.950,0.006624
1000.0,0.950,0.055844
1000.0,0.950,-0.031396
1000.0,0.950,0.057676
1000.0,0.950,0.037640
1000.0,0.950,-0.097774
1000.0,0.950,-0.060864
1000.0,0.950,0.001731
1000.0,0.950,0.026219
1000.0,0.850,0.055157
1000.0,0.850,0.007674
1000.0,0.850,0.010577
1000.0,0.850,-0.060451
1000.0,0.850,-0.006672
1000.0,0.850,0.031278
1000.0,0.850,-0.012552
1000.0,0.850,-0.059117
1000.0,0.850,0.008365
1000.0,0.850,0.082675
1000.0,0.850,0.025053
1000.0,0.850,0.039096
1000.0,0.850,0.039308
1000.0,0.850,0.067940
1000.0,0.850,0.128780
1000.0,0.850,0.073917
1000.0,0.850,-0.011922
1000.0,0.850,0.027428
1000.0,0.850,-0.037239
1000.0,0.850,0.036325
1000.0,0.850,-0.047493
1000.0,0.850,0.021793
1000.0,0.850,-0.062920
1000.0,0.850,0.063987
1000.0,0.850,-0.028235
1000.0,0.850,0.022108
1000.0,0.850,0.010428
1000.0,0.850,0.007891
1000.0,0.850,-0.009114
1000.0,0.850,0.039837
1000.0,0.850,0.054749
1000.0,0.850,0.022271
1000.0,0.850,-0.008125
1000.0,0.850,0.036310
1000.0,0.850,-0.037217
1000.0,0.850,-0.076820
1000.0,0.850,-0.010894
1000.0,0.850,0.031571
1000.0,0.850,-0.001577
1000.0,0.850,0.004413
1000.0,0.850,0.022111
1000.0,0.850,0.054554
1000.0,0.850,-0.022832
1000.0,0.850,-0.033449
1000.0,0.850,-0.073303
1000.0,0.850,0.076555
1000.0,0.850,0.025329
1000.0,0.850,0.002354
1000.0,0.850,0.035825
1000.0,0.850,0.021043
1000.0,0.850,0.074184
1000.0,0.850,0.008302
1000.0,0.850,0.042168
1000.0,0.850,-0.030420
1000.0,0.850,0.031339
1000.0,0.850,0.063853
1000.0,0.850,0.007706
1000.0,0.850,-0.004071
1000.0,0.850,-0.020093
1000.0,0.850,0.067662
1000.0,0.850,-0.052721
1000.0,0.850,0.020579
1000.0,0.850,-0.017781
1000.0,0.850,-0.008424
1000.0,0.850,0.031315
1000.0,0.850,0.049803
1000.0,0.850,0.010201
1000.0,0.850,-0.033113
1000.0,0.850,0.023089
1000.0,0.850,-0.088338
1000.0,0.850,-0.041216
1000.0,0.850,-0.003603
1000.0,0.850,0.052308
1000.0,0.850,-0.002227
1000.0,0.850,0.019991
1000.0,0.850,-0.007701
1000.0,0.850,0.081012
1000.0,0.850,0.018853
1000.0,0.850,0.010402
1000.0,0.850,0.019611
1000.0,0.850,-0.010638
1000.0,0.850,0.039807
1000.0,0.850,0.030071
1000.0,0.850,0.028479
1000.0,0.850,-0.085023
1000.0,0.850,0.023129
1000.0,0.850,0.027001
1000.0,0.850,-0.026185
1000.0,0.850,-0.041712
1000.0,0.850,0.017812
1000.0,0.850,0.004455
1000.0,0.850,-0.001845
1000.0,0.850,0.000610
1000.0,0.850,-0.021191
1000.0,0.850,-0.003908
1000.0,0.850,-0.025300
1000.0,0.850,0.038826
1000.0,0.850,0.020336
1000.0,0.850,0.080528
1000.0,0.850,0.034865
1000.0,0.903,0.078448
1000.0,0.903,-0.008213
1000.0,0.903,0.024414
1000.0,0.903,-0.075471
1000.0,0.903,0.002264
1000.0,0.903,0.020556
1000.0,0.903,-0.011028
1000.0,0.903,-0.127429
1000.0,0.903,-0.020331
1000.0,0.903,0.074218
1000.0,0.903,0.054273
1000.0,0.903,0.071814
1000.0,0.903,0.028383
1000.0,0.903,0.082642
1000.0,0.903,0.133702
1000.0,0.903,0.086524
1000.0,0.903,-0.016669
1000.0,0.903,0.034581
1000.0,0.903,-0.080566
1000.0,0.903,0.003858
1000.0,0.903,-0.003473
1000.0,0.903,0.021929
1000.0,0.903,-0.034129
1000.0,0.903,0.005709
1000.0,0.903,0.000006
1000.0,0.903,0.019242
1000.0,0.903,-0.041100
1000.0,0.903,0.059224
1000.0,0.903,-0.004128
1000.0,0.903,0.089895
1000.0,0.903,0.089047
1000.0,0.903,-0.010535
1000.0,0.903,-0.052325
1000.0,0.903,0.020948
1000.0,0.903,-0.005544
1000.0,0.903,-0.043969
1000.0,0.903,-0.020794
1000.0,0.903,0.037228
1000.0,0.903,0.004096
1000.0,0.903,-0.010853
1000.0,0.903,-0.055502
1000.0,0.903,0.058753
1000.0,0.903,-0.005563
1000.0,0.903,-0.039769
1000.0,0.903,-0.088993
1000.0,0.903,0.056371
1000.0,0.903,-0.000480
1000.0,0.903,0.038265
1000.0,0.903,0.038508
1000.0,0.903,0.018408
1000.0,0.903,0.100396
1000.0,0.903,0.021673
1000.0,0.903,0.000111
1000.0,0.903,0.010205
1000.0,0.903,0.004955
1000.0,0.903,0.052995
1000.0,0.903,0.009667
1000.0,0.903,0.013564
1000.0,0.903,0.007822
1000.0,0.903,0.048516
1000.0,0.903,-0.050098
1000.0,0.903,0.051835
1000.0,0.903,-0.045384
1000.0,0.903,0.019106
1000.0,0.903,0.034318
1000.0,0.903,0.068475
1000.0,0.903,0.008138
1000.0,0.903,0.016077
1000.0,0.903,0.017147
1000.0,0.903,-0.074484
1000.0,0.903,-0.083052
1000.0,0.903,-0.030553
1000.0,0.903,0.036398
1000.0,0.903,-0.026525
1000.0,0.903,-0.017836
1000.0,0.903,-0.027930
1000.0,0.903,0.064349
1000.0,0.903,-0.018670
1000.0,0.903,0.019211
1000.0,0.903,0.013437
1000.0,0.903,-0.037858
1000.0,0.903,0.065970
1000.0,0.903,0.070943
1000.0,0.903,0.014797
1000.0,0.903,-0.015175
1000.0,0.903,0.096284
1000.0,0.903,0.023016
1000.0,0.903,-0.059930
1000.0,0.903,-0.034348
1000.0,0.903,0.052474
1000.0,0.903,0.038974
1000.0,0.903,-0.016012
1000.0,0.903,0.034250
1000.0,0.903,0.010201
1000.0,0.903,0.078827
1000.0,0.903,-0.089464
1000.0,0.903,0.049890
1000.0,0.903,0.052134
1000.0,0.903,0.109153
1000.0,0.903,-0.003003
1000.0,0.950,0.064586
1000.0,0.950,-0.032826
1000.0,0.950,-0.084883
1000.0,0.950,-0.035229
1000.0,0.950,-0.011307
1000.0,0.950,-0.029649
1000.0,0.950,-0.009317
1000.0,0.950,-0.107788
1000.0,0.950,-0.068904
1000.0,0.950,0.120464
1000.0,0.950,0.077393
1000.0,0.950,0.076077
1000.0,0.950,0.010287
1000.0,0.950,0.106224
1000.0,0.950,0.148690
1000.0,0.950,0.069357
1000.0,0.950,-0.027070
1000.0,0.950,0.055038
1000.0,0.950,-0.079165
1000.0,0.950,0.032520
1000.0,0.950,-0.034053
1000.0,0.950,0.032595
1000.0,0.950,0.052710
1000.0,0.950,-0.064379
1000.0,0.950,-0.029260
1000.0,0.950,0.026085
1000.0,0.950,-0.051704
1000.0,0.950,0.116659
1000.0,0.950,-0.003549
1000.0,0.950,0.041873
1000.0,0.950,0.167351
1000.0,0.950,0.054929
1000.0,0.950,-0.001191
1000.0,0.950,0.020655
1000.0,0.950,0.003912
1000.0,0.950,-0.026413
1000.0,0.950,-0.005957
1000.0,0.950,-0.023967
1000.0,0.950,0.012963
1000.0,0.950,0.037103
1000.0,0.950,-0.006674
1000.0,0.950,0.071093
1000.0,0.950,0.014684
1000.0,0.950,-0.054753
1000.0,0.950,-0.026129
1000.0,0.950,0.065581
1000.0,0.950,-0.041988
1000.0,0.950,0.034587
1000.0,0.950,-0.053389
1000.0,0.950,-0.014981
1000.0,0.950,0.098838
1000.0,0.950,0.008284
1000.0,0.950,0.010843
1000.0,0.950,-0.036714
1000.0,0.950,-0.014623
1000.0,0.950,0.047091
1000.0,0.950,0.027055
1000.0,0.950,0.037856
1000.0,0.950,0.000433
1000.0,0.950,0.080974
1000.0,0.950,-0.051660
1000.0,0.950,0.026411
1000.0,0.950,-0.029701
1000.0,0.950,-0.040498
1000.0,0.950,0.002475
1000.0,0.950,0.053857
1000.0,0.950,-0.008701
1000.0,0.950,0.053986
1000.0,0.950,0.004367
1000.0,0.950,-0.094483
1000.0,0.950,-0.122143
1000.0,0.950,-0.078862
1000.0,0.950,0.020483
1000.0,0.950,-0.003382
1000.0,0.950,-0.004193
1000.0,0.950,-0.059870
1000.0,0.950,0.025379
1000.0,0.950,-0.073081
1000.0,0.950,0.051983
1000.0,0.950,-0.013327
1000.0,0.950,-0.018655
1000.0,0.950,0.091923
1000.0,0.950,0.043868
1000.0,0.950,0.022283
1000.0,0.950,-0.066075
1000.0,0.950,0.067751
1000.0,0.950,0.059818
1000.0,0.950,-0.021179
1000.0,0.950,-0.025092
1000.0,0.950,0.094581
1000.0,0.950,0.050410
1000.0,0.950,-0.024553
1000.0,0.950,0.043468
1000.0,0.950,0.010572
1000.0,0.950,0.092863
1000.0,0.950,-0.108332
1000.0,0.950,0.001186
1000.0,0.950,0.005217
1000.0,0.950,0.124796
1000.0,0.950,0.041885
1000.0,0.850,-0.002446
1000.0,0.850,-0.061552
1000.0,0.850,0.045957
1000.0,0.850,-0.029639
1000.0,0.850,-0.057015
1000.0,0.850,-0.007332
1000.0,0.850,0.012736
1000.0,0.850,0.011674
1000.0,0.850,0.043544
1000.0,0.850,-0.020576
1000.0,0.850,0.032576
1000.0,0.850,0.055752
1000.0,0.850,0.035090
1000.0,0.850,-0.038472
1000.0,0.850,-0.031287
1000.0,0.850,0.014655
1000.0,0.850,-0.001507
1000.0,0.850,-0.032358
1000.0,0.850,-0.072956
1000.0,0.850,0.034996
1000.0,0.850,0.019647
1000.0,0.850,0.043070
1000.0,0.850,-0.000473
1000.0,0.850,0.018310
1000.0,0.850,0.019803
1000.0,0.850,-0.043495
1000.0,0.850,0.035566
1000.0,0.850,-0.005143
1000.0,0.850,0.063523
1000.0,0.850,-0.059552
1000.0,0.850,0.044219
1000.0,0.850,-0.049111
1000.0,0.850,-0.047765
1000.0,0.850,0.000504
1000.0,0.850,-0.022792
1000.0,0.850,-0.031802
1000.0,0.850,0.021849
1000.0,0.850,0.038576
1000.0,0.850,0.028426
1000.0,0.850,-0.012925
1000.0,0.850,0.018044
1000.0,0.850,-0.008913
1000.0,0.850,0.023434
1000.0,0.850,0.030239
1000.0,0.850,-0.035485
1000.0,0.850,-0.020605
1000.0,0.850,-0.008858
1000.0,0.850,0.014500
1000.0,0.850,-0.036105
1000.0,0.850,-0.056918
1000.0,0.850,0.018328
1000.0,0.850,0.027576
1000.0,0.850,-0.036156
1000.0,0.850,0.011104
1000.0,0.850,0.088547
1000.0,0.850,-0.048402
1000.0,0.850,0.052103
1000.0,0.850,0.012812
1000.0,0.850,0.008305
1000.0,0.850,-0.006092
1000.0,0.850,-0.001655
1000.0,0.850,-0.029751
1000.0,0.850,0.069767
1000.0,0.850,-0.054124
1000.0,0.850,0.090605
1000.0,0.850,-0.007739
1000.0,0.850,0.031854
1000.0,0.850,0.018005
1000.0,0.850,0.030078
1000.0,0.850,-0.053743
1000.0,0.850,-0.081214
1000.0,0.850,-0.010015
1000.0,0.850,-0.004331
1000.0,0.850,0.040424
1000.0,0.850,0.024977
1000.0,0.850,-0.047107
1000.0,0.850,-0.028264
1000.0,0.850,0.052714
1000.0,0.850,-0.006023
1000.0,0.850,-0.037606
1000.0,0.850,0.002138
1000.0,0.850,-0.043211
1000.0,0.850,-0.005543
1000.0,0.850,-0.021614
1000.0,0.850,-0.027548
1000.0,0.850,-0.017711
1000.0,0.850,-0.047291
1000.0,0.850,-0.034167
1000.0,0.850,-0.009753
1000.0,0.850,-0.070213
1000.0,0.850,0.022572
1000.0,0.850,0.018637
1000.0,0.850,0.036737
1000.0,0.850,-0.073843
1000.0,0.850,-0.056702
1000.0,0.850,0.054120
1000.0,0.850,0.013737
1000.0,0.850,0.000232
1000.0,0.850,0.090169
1000.0,0.850,-0.055619
1000.0,0.903,0.053675
1000.0,0.903,-0.136186
1000.0,0.903,-0.014243
1000.0,0.903,0.011326
1000.0,0.903,-0.057278
1000.0,0.903,0.009957
1000.0,0.903,0.078136
1000.0,0.903,-0.038255
1000.0,0.903,0.011308
1000.0,0.903,-0.051366
1000.0,0.903,0.014205
1000.0,0.903,0.006500
1000.0,0.903,0.035414
1000.0,0.903,-0.022862
1000.0,0.903,-0.012299
1000.0,0.903,-0.015487
1000.0,0.903,-0.012396
1000.0,0.903,-0.044462
1000.0,0.903,-0.103055
1000.0,0.903,0.005572
1000.0,0.903,-0.002114
1000.0,0.903,0.056365
1000.0,0.903,0.024280
1000.0,0.903,0.057983
1000.0,0.903,0.001966
1000.0,0.903,-0.033031
1000.0,0.903,0.071598
1000.0,0.903,0.011881
1000.0,0.903,0.087482
1000.0,0.903,-0.084760
1000.0,0.903,0.075842
1000.0,0.903,-0.009712
1000.0,0.903,-0.056598
1000.0,0.903,-0.014114
1000.0,0.903,-0.032551
1000.0,0.903,-0.065491
1000.0,0.903,0.027629
1000.0,0.903,0.016258
1000.0,0.903,-0.010378
1000.0,0.903,0.012457
1000.0,0.903,0.012525
1000.0,0.903,-0.081311
1000.0,0.903,0.000294
1000.0,0.903,0.048642
1000.0,0.903,-0.080345
1000.0,0.903,0.018364
1000.0,0.903,0.009493
1000.0,0.903,-0.018013
1000.0,0.903,0.005463
1000.0,0.903,-0.009839
1000.0,0.903,0.078586
1000.0,0.903,0.015645
1000.0,0.903,-0.019684
1000.0,0.903,0.061733
1000.0,0.903,0.086048
1000.0,0.903,-0.041958
1000.0,0.903,-0.016688
1000.0,0.903,0.040846
1000.0,0.903,-0.018574
1000.0,0.903,-0.005943
1000.0,0.903,-0.060582
1000.0,0.903,-0.018840
1000.0,0.903,0.041433
1000.0,0.903,-0.059760
1000.0,0.903,0.085089
1000.0,0.903,0.028531
1000.0,0.903,-0.031601
1000.0,0.903,-0.022825
1000.0,0.903,0.056472
1000.0,0.903,0.003177
1000.0,0.903,-0.082742
1000.0,0.903,0.006356
1000.0,0.903,-0.020309
1000.0,0.903,-0.000916
1000.0,0.903,0.048331
1000.0,0.903,-0.013960
1000.0,0.903,-0.050678
1000.0,0.903,0.114005
1000.0,0.903,-0.064314
1000.0,0.903,-0.007908
1000.0,0.903,-0.005195
1000.0,0.903,-0.009632
1000.0,0.903,0.026604
1000.0,0.903,-0.020951
1000.0,0.903,0.000199
1000.0,0.903,-0.055894
1000.0,0.903,-0.042060
1000.0,0.903,-0.006282
1000.0,0.903,-0.003415
1000.0,0.903,-0.098287
1000.0,0.903,-0.003593
1000.0,0.903,0.029921
1000.0,0.903,0.026055
1000.0,0.903,-0.106193
1000.0,0.903,-0.026077
1000.0,0.903,0.104582
1000.0,0.903,-0.002906
1000.0,0.903,-0.029227
1000.0,0.903,0.101702
1000.0,0.903,-0.119816
1000.0,0.950,0.058114
1000.0,0.950,-0.135257
1000.0,0.950,-0.015326
1000.0,0.950,-0.000945
1000.0,0.950,-0.099987
1000.0,0.950,-0.021152
1000.0,0.950,0.069323
1000.0,0.950,-0.013824
1000.0,0.950,-0.007863
1000.0,0.950,-0.070362
1000.0,0.950,0.061914
1000.0,0.950,0.006135
1000.0,0.950,0.035504
1000.0,0.950,0.018813
1000.0,0.950,0.009190
1000.0,0.950,0.041581
1000.0,0.950,0.034662
1000.0,0.950,-0.019922
1000.0,0.950,-0.090540
1000.0,0.950,0.013816
1000.0,0.950,-0.035656
1000.0,0.950,0.036941
1000.0,0.950,-0.011719
1000.0,0.950,0.026834
1000.0,0.950,-0.060936
1000.0,0.950,-0.014049
1000.0,0.950,0.085863
1000.0,0.950,0.009197
1000.0,0.950,0.082974
1000.0,0.950,-0.146077
1000.0,0.950,0.100991
1000.0,0.950,-0.037377
1000.0,0.950,-0.033267
1000.0,0.950,0.031632
1000.0,0.950,-0.020094
1000.0,0.950,-0.090359
1000.0,0.950,0.000714
1000.0,0.950,0.041707
1000.0,0.950,0.014729
1000.0,0.950,0.078292
1000.0,0.950,0.008654
1000.0,0.950,-0.113965
1000.0,0.950,0.067589
1000.0,0.950,0.002908
1000.0,0.950,-0.058660
1000.0,0.950,-0.014517
1000.0,0.950,0.014652
1000.0,0.950,-0.048582
1000.0,0.950,-0.006032
1000.0,0.950,-0.063861
1000.0,0.950,0.113654
1000.0,0.950,0.124675
1000.0,0.950,-0.014528
1000.0,0.950,0.037643
1000.0,0.950,0.068324
1000.0,0.950,-0.038106
1000.0,0.950,-0.017880
1000.0,0.950,0.036179
1000.0,0.950,0.006334
1000.0,0.950,-0.081731
1000.0,0.950,-0.079747
1000.0,0.950,-0.033637
1000.0,0.950,0.042164
1000.0,0.950,-0.054245
1000.0,0.950,0.072702
1000.0,0.950,0.030984
1000.0,0.950,-0.081796
1000.0,0.950,-0.048157
1000.0,0.950,0.083114
1000.0,0.950,-0.013023
1000.0,0.950,-0.072149
1000.0,0.950,0.013560
1000.0,0.950,-0.025934
1000.0,0.950,-0.011494
1000.0,0.950,0.081716
1000.0,0.950,-0.001078
1000.0,0.950,-0.030471
1000.0,0.950,0.132960
1000.0,0.950,-0.037625
1000.0,0.950,0.033603
1000.0,0.950,0.009907
1000.0,0.950,0.031315
1000.0,0.950,0.068229
1000.0,0.950,0.032709
1000.0,0.950,0.003758
1000.0,0.950,-0.108724
1000.0,0.950,-0.062134
1000.0,0.950,-0.003916
1000.0,0.950,0.059320
1000.0,0.950,-0.100713
1000.0,0.950,-0.016004
1000.0,0.950,0.035436
1000.0,0.950,0.035302
1000.0,0.950,-0.139767
1000.0,0.950,0.017422
1000.0,0.950,0.051354
1000.0,0.950,0.004933
1000.0,0.950,-0.053626
1000.0,0.950,0.143742
1000.0,0.950,-0.168983
1000.0,0.850,0.054124
1000.0,0.850,0.037229
